Session ID,Class Name,Grade Range,Instructor,Day of Week,Time,Start Date,End Date,Number of Classes,Location,Cost,Program Overview,Detail URL
527450,January Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,1/5/2026,1/31/2026,,CAIS K-8th,$470.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527450&campCode=cis
527451,February Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,2/1/2026,2/28/2026,,CAIS K-8th,$470.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527451&campCode=cis
527452,March Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,3/1/2026,3/31/2026,,CAIS K-8th,$470.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527452&campCode=cis
527453,April Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,4/1/2026,4/30/2026,,CAIS K-8th,$470.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527453&campCode=cis
527454,May Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,5/1/2026,5/31/2026,,CAIS K-8th,$470.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527454&campCode=cis
527455,June Extended Care [Preschool],Grades P2 - P4,Unknown,,3:30 PM - 6:00 PM,6/1/2026,6/30/2026,,CAIS K-8th,$250.00,6 p.m. The month of June will be free for all students signed up for extended care from September to May. Please use code 'FULLYEAR' to receive June Aftercare for Free if this applies to you. Monthly Auto Payment Plan Available at 'Payment Options' page select 'Other payment options' select 'Monthly Extended Care Plan' on each month,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=527455&campCode=cis
553475,Wacky Science [S26],Grades P3 - P4,Unknown,,3:30 PM - 4:30 PM,1/12/2026,6/8/2026,18,CAIS K-8th,$900,"Time: 3:30 - 4:30 PM Fee: $900 (18 classes) Jan. 12, 26; Feb. 2, 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11,18; Jun. 1,8.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553475&campCode=cis
554505,Robocoding [S26],Grades P3 - P4,Unknown,,3:30 PM - 4:30 PM,1/15/2026,6/4/2026,17,CAIS K-8th,$850,"RoboCoding gives students a hands-on introduction to the fundamentals of both coding and robotics by challenging them to build and execute programs with real robots. Using award-winning Cubelets, students combine robotic cubes to craft machines that can light up, move, and interact with the world around them. Collaborating on coding activities reinforces life skills like teamwork and problem-solving, and completing challenges leaves students feeling confident and proud. Fee: $850 Thur (17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554505&campCode=cis
554511,3D Printing: Start + [S26],Grades P3 - P4,Unknown,,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K-8th,$700,"Nexplore 3D Printing Start+ empowers students to bring their imaginations into reality with 3Doodler pens. Each lesson combines a structured STEAM project with wiggle room to doodle, explore, and create their own ideas. Students might construct landforms to learn about geography or use geometry to make their own shapeshifters. Nexplore 3D Printing Start+ transforms STEM concepts into 3D projects and sparks joy as students watch science come to life. Fee: $700 Fri (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554511&campCode=cis
531810,2/17-2/20 Preschool February Break,Grades P2 - P4,Unknown,,9:00 AM - 3:30 PM,2/17/2026,2/20/2026,,CAIS K-8th,,"Fee: $275 per day Extended care from 3:30 - 6:00 p.m. is $35 per day. If your child is signed up for February extended care, this care will be included with participation in a mini camp.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=531810&campCode=cis
531812,3/27 Preschool Parent Teacher Conference Mini-Camp,Grades P2 - P4,Unknown,,,,,,CAIS K-8th,$275.00,"Fee: $275 per day Extended care from 3:30 - 6:00 p.m. is $35 per day. If your child is signed up for March extended care, this care will be included with participation in a mini camp.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=531812&campCode=cis
531813,4/2-4/3 Preschool In-Service Day Mini-Camp,Grades P2 - P4,Unknown,,9:00 AM - 3:30 PM,4/2/2026,4/3/2026,,CAIS K-8th,,"Fee: $275 per day Extended care from 3:30 - 6:00 p.m. is $35 per day. If your child is signed up for April extended care, this care will be included with participation in a mini camp.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=531813&campCode=cis
531816,5/22 Preschool In-Service Day,Grades P2 - P4,Unknown,,,,,,CAIS K-8th,$275.00,"Fee: $275 per day Extended care from 3:30 - 6:00 p.m. is $35 per day. If your child is signed up for May extended care, this care will be included with participation in a mini camp.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=531816&campCode=cis
554478,Baking Basics & Themed Treats – A Hands-On Class for Little Chefs [S26],Grades P3 - P4,Chef Mo,,3:30 PM - 4:30 PM,1/13/2026,6/9/2026,20,CAIS K-8th,$1260,"Throughout the course, your little chef will gain confidence in the kitchen as they learn foundational baking skills and explore the science behind both sweet and savory treats. Each week, we’ll focus on core techniques such as: Measuring by weight vs. volume Properly creaming butter and sugar Making and rolling various doughs Whisking and folding Piping with pastry bags and tips Ingredient functions and substitutions Little bakers will whip up a variety of tasty treats, including muffins, scones, cookies, cupcakes, mini pies, and more—all in a safe, supportive, and mess-friendly environment where creativity can flourish. No prior experience is required—just a love of baking and a big imagination! Instructor: Chef Mo Fee: $1260 (20 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554478&campCode=cis
553478,Springtime Stitch and Create with Ms Fiona [S26],Grades P3 - P4,Unknown,Tuesday,3:30 PM - 4:30 PM,1/13/2026,6/9/2026,18,CAIS K-8th,$1238,"Let your little one bloom this spring in Springtime Stitch & Create, a playful sewing and crafting class just for Preschool kids! Each week, children will explore hands-on activities like beginner hand-stitching, easy beading, folding, and twisting to create spring-themed projects—think felt flowers, fluffy chicks, bunny puppets, and other joyful makes. This class is all about building fine motor skills, boosting creativity, and giving kids the satisfaction of finishing something they made—all in a fun, nurturing environment. Perfect for little hands and busy parents who want a creative outlet that’s both enriching and mess-free at home! Fee: $1238 Tuesday: (18 classes) Jan. 13, 20, 27; Feb. 3, 24; Mar. 3, 10, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9, NO CLASS on Feb 10, Mar 17",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553478&campCode=cis
554487,Toyology: Explore S.T.E.A.M. Through Toys! [S26],Grades P3 - P4,Unknown,,3:30 PM - 4:30 PM,1/13/2026,5/26/2026,17,CAIS K-8th,,"Fee: $850 Tue (17 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24; Apr. 14, 21, 28; May 5, 12, 19, 26;",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554487&campCode=cis
554500,Preschool AcroSports [S26],Grades P3 - P4,Unknown,,3:30 PM - 4:30 PM,1/15/2026,6/4/2026,17,CAIS K-8th,$765,"AcroSports Offsite Classes bring the energy, creativity, and spirit of AcroSports straight to your school or community! Our dynamic programs introduce kids to the joy of movement through gymnastics, parkour, tumbling, breakdancing, and circus arts—building strength, coordination, balance, and confidence along the way. Led by experienced AcroSports coaches, our classes combine physical skill-building with creativity, teamwork, and self-expression. Each session is packed with fun challenges and progressive skill development, helping kids explore movement safely while having a blast. Whether in preschools, elementary schools, community centers, or after-school programs, AcroSports Offsite Classes bring the same quality instruction and excitement you know from our main gym—just in your neighborhood! What We Offer Our offsite classes introduce kids to the excitement of movement through a vibrant mix of gymnastics, tumbling, parkour, breakdancing, and circus arts. Each discipline builds coordination, confidence, and creativity in its own way—whether it’s learning rolls and balance skills in gymnastics, moving fluidly over obstacles in parkour, expressing rhythm and individuality through breakdancing, or discovering teamwork and performance in circus arts. Together, these experiences help children develop strength, agility, and imagination while having fun in a safe, supportive environment led by our passionate AcroSports coaches. Why Parents Love It - Builds physical literacy, confidence, and resilience - Encourages creative expression and teamwork - Flexible locations — we bring AcroSports to you! - A safe, engaging way for kids to stay active and have fun Fee: $765 Thurs(17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554500&campCode=cis
553473,Bucketeers: Preschool Percussion for Kids [S26],Grades P3 - P4,Eric Wu,Monday,3:30 PM - 4:00 PM,1/12/2026,6/8/2026,18,CAIS K-8th,$720,"Drummers will be introduced to several music skills and concepts throughout the session including: Stick Technique | Dynamics | Song Structure | Improvisation | Call & Response | Tempo | Melody | Timbre Instructor: Eric Wu Fee: $720 Monday: (18 classes) Jan. 12, 26; Feb. 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1,8. No Class on Feb. 2",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553473&campCode=cis
554476,[S26] Dance and Creative Movement by JAMaROO,Grades P3 - P4,Unknown,,3:45 PM - 4:15 PM,1/15/2026,6/9/2026,17,CAIS K-8th,$595,"Come fly like a butterfly, hop like a bunny, stomp like an elephant, and tip toe like a mouse! In the JAMaROO Kids Dance and Creative Movement Classes, children are introduced to the basics of dance. Classes include a warm-up circle, stretching games, imaginative dance, partner dance, and free dance. Throughout the year, students will build their dance repertoire by adding: combination steps, body isolations, and layers of movement, keeping them challenged and engaged. Dance and creative movement is a wonderful way to foster self expression, while building gross motor skills, which we know are so essential to a child's ability to be independent and confident! In all of our JAMaROO Kids classes children are introduced to different genres of music from around the world, and are encouraged to use their imaginations. Each month we will focus on music & dance moves from a different part of the world. At JAMaROO Kids all of our music, dance is developed to support and foster all five key areas of development: Cognitive, Speech & Language, Gross Motor Development, Fine Motor Development, Social and Emotional. Fee: $595 Thur(17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554476&campCode=cis
554509,JAMaROO Kids Yoga [S26],Grades P3 - P4,Unknown,,3:45 PM - 4:15 PM,1/16/2026,6/5/2026,14,CAIS K-8th,$500,"Come take a deep breath and feel the Earth under your feet as you stretch up tall like a humongous Oak Tree! In our JAMaROO Kids Yoga classes, children go on a yoga adventure using their imaginations and the art of storytelling to help navigate through yoga poses. Our destinations include hiking in the mountains, diving in the Great Barrier Reef, going on a Safari in Africa, or sledding in the North Pole. On our journey, we play yoga games, sing yoga songs, and practice breathing techniques. Our goal is to give young children a developmentally appropriate way to explore yoga poses, mindfulness, and social emotional learning. Each month, we’ll focus on a different seasonal curriculum to keep classes fun and exciting, and also to help our students stay engaged and challenged throughout the year. At JAMaROO Kids all of our music, dance, and yoga curriculum is developed to support and foster all five key areas of development: Cognitive, Speech, & Language, Gross Motor Development, Fine Motor Development, Social and Emotional. Fee: $500 Fri (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554509&campCode=cis
