Session ID,Class Name,Grade Range,Instructor,Day of Week,Time,Start Date,End Date,Number of Classes,Location,Cost,Program Overview,Detail URL
546927,Octonaut Adventures,Grades Kindergarten - 2nd,Moonshot Labs,Monday,4:30 PM - 5:30 PM,1/12/2026,6/8/2026,18,CAIS K - 8th,$875.00,"Psst! Grab your goggles, it’s time to greet some shiny seashells and crustacean creatures. Hop aboard for Octonaut Adventures to discover the underwater universe. Dive into the depths of the ocean to excavate pearls from oozy oysters, explode ginormous deepwater volcanoes, create water-proof magic sand and more. Get ready to discover colorful ecosystems, protect biodiversity, and plunge into the splash-tacular world of aquatic adventures!",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546927&campCode=cis
546277,Spring Cooking with Baker's Stand [K - G2],Grades Kindergarten - 2nd,Fiona Kwee,Monday,3:30 PM - 4:30 PM,1/12/2026,6/8/2026,16,CAIS K - 8th,"$1,098.00","Monday: (16 classes) Jan. 12, 26; Feb. 2, 23; Mar. 2, 9, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8., [No Class on 2/9, 3/16] Spring Cooking Class with Baker’s Stand Give your young chef a delicious start to spring! Our after-school cooking class is designed especially for curious kids who love to create, taste, and explore. Each week, students dive into a new theme inspired by the season, from fresh herbs and colorful vegetables to fruity desserts and picnic favorites. In our cozy, hands-on studio kitchen, children will learn real cooking techniques such as chopping, mixing, kneading, and baking all in a supportive environment. Every class highlights creativity and confidence, encouraging students to experiment with flavors and presentation while having fun with their peers. By the end of the program, your child will have built strong kitchen skills, learned healthy habits, and gained the pride of creating their own spring-inspired dishes from scratch.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546277&campCode=cis
546284,Spring Cooking with Baker's Stand [K - G8],Grades Kindergarten - 8th,Fiona Kwee,Monday,4:30 PM - 5:30 PM,1/12/2026,6/8/2026,16,CAIS K - 8th,"$1,098.00","Monday: (16 classes) Jan. 12, 26; Feb. 2, 23; Mar. 2, 9, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8., [No Class on 2/9, 3/16] Spring Cooking Class with Baker’s Stand Give your young chef a delicious start to spring! Our after-school cooking class is designed especially for curious kids who love to create, taste, and explore. Each week, students dive into a new theme inspired by the season, from fresh herbs and colorful vegetables to fruity desserts and picnic favorites. In our cozy, hands-on studio kitchen, children will learn real cooking techniques such as chopping, mixing, kneading, and baking all in a supportive environment. Every class highlights creativity and confidence, encouraging students to experiment with flavors and presentation while having fun with their peers. By the end of the program, your child will have built strong kitchen skills, learned healthy habits, and gained the pride of creating their own spring-inspired dishes from scratch.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546284&campCode=cis
546926,Baking Basics & Themed Treats,Grades Kindergarten - 8th,Chef Mo,Tuesday,5:00 PM - 6:00 PM,1/13/2026,6/9/2026,20,CAIS K - 8th,"$1,060.00","Tuesday: (20 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9. In this fun, technique-focused baking class, young chefs will move beyond simple decorating and dive into the true art of baking. This skill-building experience combines essential kitchen techniques with festive, seasonal recipes—adding a little extra magic to every class. Throughout the course, students will gain confidence in the kitchen as they learn foundational baking skills and explore the science behind both sweet and savory treats. Each week, we’ll focus on core techniques such as: - Measuring by weight vs. volume - Properly creaming butter and sugar - Understanding mixing methods - Making and rolling various doughs - Whisking and folding - Piping with pastry bags and tips -Ingredient functions and smart substitutions Young bakers will whip up a variety of tasty treats, including muffins, scones, cookies, cupcakes, mini pies, and more—all in a safe, supportive, and mess-friendly environment where creativity can flourish. No prior experience is required—just a love of baking and a big imagination! Whether your child dreams of running a bakery or simply enjoys experimenting in the kitchen, this class will equip them with valuable skills to use and enjoy for years to come.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546926&campCode=cis
546909,Food Detectives: Unlocking the hidden flavors!,Grades Kindergarten - 8th,Chef Mo,Wednesday,3:30 PM - 4:30 PM,1/14/2026,6/10/2026,20,CAIS K - 8th,"$1,060.00","Wednesday: (20 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27; Jun. 3, 10. Flavor Detectives: Unlocking the hidden flavors! In this class, your young chef will tap into their senses and connect with food on a whole new level. They will be put to the challenge by their fellow chefs to spot secret ingredients in every dish we create. Each week, a group of chefs will choose a secret ingredient to add to that day's recipe. The rest of the class will be the flavor detectives and will have to identify the secret ingredient relying only on their senses of smell and taste. It’s a fun, interactive class that will help your young chef sharpen their taste buds and their investigative skills. A deliciously fun adventure to decode the mysteries of food and become expert ingredient detectives awaits! Warning: Will cause the development of super human taste buds. Eye mask included!",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546909&campCode=cis
546352,Gardening 101,Grades Kindergarten - 8th,Joey Silberman [CAIS Staff],Wednesday,3:30 PM - 4:30 PM,1/14/2026,5/27/2026,18,CAIS K - 8th,$600.00,"Wednesday: (18 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27. Gardening 101 introduces students to the joys of growing and caring for plants while fostering a deeper appreciation for nature, sustainability, and healthy eating. Each week, students will explore hands-on gardening projects such as planting seeds, maintaining raised garden beds, learning about composting, and understanding plant life cycles. The class emphasizes experiential learning: students will get their hands dirty, track plant growth in journals, and engage in small group collaborations to design and maintain sections of the school garden. We’ll also introduce environmental science concepts, like pollination, soil health, and the water cycle, in age-appropriate and engaging ways. By the end of the term, students will take home their own potted plant and a deeper understanding of how their actions can positively impact the environment. What makes this class unique: - Hands-on outdoor learning experience - Integration of science, art, and environmental responsibility - Encourages mindfulness, patience, and teamwork - Students see real results from their efforts week to week",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546352&campCode=cis
546245,DF Knight Spring Chess Class: K - G3,Grades Kindergarten - 3rd,David Flores - DF_Knights,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,"$1,160.00","Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. Through our meticulously crafted lessons, students learn to anticipate multiple outcomes, and make informed decisions under pressure. These skills are invaluable, not just on the chessboard, but in everyday life. By embracing the challenges and opportunities presented by chess, our students develop resilience, patience, and the confidence to face any obstacle. Every chess class is new and comes with high cognitive benefits!",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546245&campCode=cis
546199,Bucketeers: Percussion for Kids [S26],Grades Kindergarten - 5th,"Eric Wu, Bucketeers",Monday,4:00 PM - 4:45 PM,1/12/2026,6/8/2026,17,CAIS K - 8th,$615.00,"Monday: (17 classes) Jan. 12, 26; Feb. 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8. [no class 2/2] Bucketeers use an innovative color-coded system applied to five-gallon buckets to allow children to learn & experience the art of percussion. Special multi-rod drumsticks help keep the volume down and seat cushions provide a comfortable experience. Benefits include forging a foundation in rhythm, playing with a steady pulse, learning a variety of patterns, participating in collaborative movement activities, and developing hand-eye coordination. Students play along with a diverse set of music: children’s, pop, rock, jazz, and multi-genre songs in several languages incorporating beats and patterns from around the world. Each class doubles as a rehearsal building towards an end-of-session performance. Drummers will be introduced to several music skills and concepts throughout the session including: Stick Technique Dynamics Song Structure Improvisation Call & Response Tempo Melody Timbre",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546199&campCode=cis
554767,Ballet Class: K [CANCELLED],Grade Kindergarten,Nehemiah A.,Wednesday,3:30 PM - 4:30 PM,1/14/2026,5/27/2026,18,CAIS K - 8th,$800.00,"Wednesday: (18 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27. Beginner ballet for Kindergarten introduces basic dance movements in a fun and playful way. Kids will learn simple steps, practice balance, and fundamental movements. Classes focus on building coordination, confidence, and a love of dance through imaginative activities, gentle stretching, and easy ballet positions.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554767&campCode=cis
546351,Rabbit Hole Pretend Theater [S26],Grades Kindergarten - 1st,Mary Eriette Atanante,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$580.00,"Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. Join our magical class, designed for kids aged 4 to 6, where we inspire them to ""trust their spark"" as they explore the enchanting worlds of pretend play and theater. Through imaginative storytelling, creative craft time, and collaborative games, we nurture their creativity, empathy, and social skills in a safe and fun environment. Led by passionate instructors, our class encourages self-discovery, self-expression, and a lifelong love for storytelling.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546351&campCode=cis
553293,Super Moverz Sports Adventures: K - G1,Grades Kindergarten - 1st,Wyatt Cameron,Monday,3:30 PM - 4:30 PM,1/12/2026,6/8/2026,18,CAIS K - 8th,$720.00,"Monday: (18 classes) Jan. 12, 26; Feb. 2, 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8. Super Moverz is a dynamic, new-age sports program that gets kids moving, laughing and growing as they unleash imagination and experience amazing sports adventures! With story-based multi-level missions, up-beat music, and our exclusive zaberplay equipment, kids get to power up and reach for the next level of ultimate FUN! with more than 20 years of this special program, Super Moverz has developed a refined curriculum, that focuses on teaching all the fundamental movement and motor skills along with important character building concepts related to teamwork, communication, will power, leadership and much more. Kids are motivated to earn higher levels of the core powers (Safety, Unity, Energy, and Reaction) on their personalized players cards that are provided at the end of each season in trading packs with all their Super Moverz teammates.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553293&campCode=cis
554461,Tenacious Tennis Academy: Monday,Grades Kindergarten - 8th,Unknown,Monday,3:30 PM - 5:15 PM,1/12/2026,6/8/2026,18,CAIS K - 8th,"$1,425.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Monday: (18 classes) Jan. 12, 26; Feb. 2, 9, 23; Mar. 2, 9, 16, 23, 30; Apr. 13, 20, 27; May 4, 11, 18; Jun. 1, 8.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554461&campCode=cis
546908,Active Adventures with Kidokinetics,Grades Kindergarten - 1st,Diane Shapiro and/or Ana Zieger,Tuesday,3:30 PM - 4:15 PM,1/13/2026,6/9/2026,20,CAIS K - 8th,$860.00,"Tuesday: (20 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9. Want to play games with scooters, foam noodles, hula hoops, bean bags, parachutes, playground balls, soft frisbees, and more? Then Active Adventures with Kidokinetics is for you! This class brings all the fun, with lots of unique activities and exciting, new play equipment. Some of the activities we will do include: - Using our creativity to build obstacle courses together and then finding different ways to move through them - Balloon ""volleyball"" - Bean bag and tennis ball toss games - Foam ball bowling - Mini-golf putting - Foam noodle hockey - Hula hoop challenge - Noodle fun games - Ninja play - ""Popcorn"" parachute - Soft frisbee target throw - Animal imagination action - Racket skills - Scooter races And more!",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546908&campCode=cis
554489,Tenacious Tennis Academy: Tuesday,Grades Kindergarten - 8th,Unknown,Tuesday,3:30 PM - 5:15 PM,1/13/2026,6/9/2026,20,CAIS K - 8th,"$1,580.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Tuesday: (20 classes) Jan. 13, 20, 27; Feb. 3, 10, 24; Mar. 3, 10, 17, 24, 31; Apr. 14, 21, 28; May 5, 12, 19, 26; Jun. 2, 9.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554489&campCode=cis
546341,AcroSports,Grades Kindergarten - 3rd,Coach Paivi & Coach Victor,Wednesday,3:30 PM - 4:30 PM,1/14/2026,6/10/2026,20,CAIS K - 8th,$980.00,"Wednesday: (20 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27; Jun. 3, 10. Move. Play. Grow. Anywhere. AcroSports Offsite Classes bring the energy, creativity, and spirit of AcroSports straight to your school or community! Our dynamic programs introduce kids to the joy of movement through gymnastics, parkour, tumbling, breakdancing, and circus arts—building strength, coordination, balance, and confidence along the way. Led by experienced AcroSports coaches, our classes combine physical skill-building with creativity, teamwork, and self-expression. Each session is packed with fun challenges and progressive skill development, helping kids explore movement safely while having a blast. What We Offer Our offsite classes introduce kids to the excitement of movement through a vibrant mix of gymnastics, tumbling, parkour, breakdancing, and circus arts. Each discipline builds coordination, confidence, and creativity in its own way—whether it’s learning rolls and balance skills in gymnastics, moving fluidly over obstacles in parkour, expressing rhythm and individuality through breakdancing, or discovering teamwork and performance in circus arts. Together, these experiences help children develop strength, agility, and imagination while having fun in a safe, supportive environment led by our passionate AcroSports coaches. Why Parents Love It - Builds physical literacy, confidence, and resilience - Encourages creative expression and teamwork - Flexible locations — we bring AcroSports to you! - A safe, engaging way for kids to stay active and have fun",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=546341&campCode=cis
554508,Tenacious Tennis Academy: Wednesday,Grades Kindergarten - 8th,Unknown,Wednesday,3:30 PM - 5:15 PM,1/14/2026,6/10/2026,20,CAIS K - 8th,"$1,580.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Wednesday: (20 classes) Jan. 14, 21, 28; Feb. 4, 11, 25; Mar. 4, 11, 18, 25; Apr. 1, 15, 22, 29; May 6, 13, 20, 27; Jun. 3, 10.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554508&campCode=cis
553946,Kung Fu Just In Case: K [S26],Grade Kindergarten,Victor Chung / Frederick Wong,Thursday,3:30 PM - 4:30 PM,1/15/2026,6/4/2026,17,CAIS K - 8th,$715.00,"Thursday: (17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4. Kung Fu classes ground kids with their center and centerline. We challenge kids to throw punches, kicks, and play forms. We also meditate by adding one minute per month (e.g., we are currently in November, so up to7 minutes). The goal is to have fun while learning how to maintain good posture and balance on a rocking balance tool.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553946&campCode=cis
554510,Tenacious Tennis Academy: Thursday,Grades Kindergarten - 8th,Unknown,Thursday,3:30 PM - 5:15 PM,1/15/2026,6/4/2026,17,CAIS K - 8th,"$1,345.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Thursday: (17 classes) Jan. 15, 22, 29; Feb. 5, 26; Mar. 5, 12, 19, 26; Apr. 16, 23, 30; May 7, 14, 21, 28; Jun. 4.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554510&campCode=cis
559783,Badminton: G3 - G5,Grades Kindergarten - 5th,Bonic Zhang Laoshi,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$630.00,"In our after-school badminton program, students will develop strong fundamental skills and confidence on the court. They will learn proper forehand and backhand grips, practice clears, drops, smashes, net shots, and build consistent stroke technique. Students will also improve their footwork, including movement to all corners of the court, split-step timing, and recovery. As they progress, they will begin learning basic game tactics, single/doubles formations, and how to plan rallies. In addition, the class will cover essential rules, scoring, and court etiquette. Throughout the program, students are encouraged to show good sportsmanship, communicate positively, and practice with purpose. Location: CAIS K - 8th",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=559783&campCode=cis
553952,Kung Fu Just In Case: K - G5 [S26],Grades Kindergarten - 5th,Victor Chung / Frederick Wong,Friday,3:30 PM - 4:30 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,$588.00,"Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5. Kung Fu classes ground kids with their center and centerline. We challenge kids to throw punches, kicks, and play forms. We also meditate by adding one minute per month (e.g., we are currently in November, so up to7 minutes). The goal is to have fun while learning how to maintain good posture and balance on a rocking balance tool.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=553952&campCode=cis
554757,Tenacious Tennis Academy: Friday,Grades Kindergarten - 8th,Unknown,Friday,3:30 PM - 5:15 PM,1/16/2026,6/5/2026,14,CAIS K - 8th,"$1,105.00","This is an OFF Campus class at Tenacious Tennis Academy @Lake Merced Boulevard at State Drive Tenacious Tennis Academy afterschool class offers a fun, high-energy environment where young athletes build strong tennis fundamentals, improve coordination, and develop confidence on and off the court. Students will be grouped by their skill levels. Through guided drills, students learn proper technique, teamwork, and sportsmanship—all while staying active and having a great time after school. Pick-ups and drop-offs provided by Tenacious Academy Depart from CAIS: 3:30 PM Return to CAIS: 5:30 PM [or directly pick up from Tenacious] Friday: (14 classes) Jan. 16, 23, 30; Feb. 6, 27; Mar. 6, 13; Apr. 17, 24; May 1, 8, 15, 29; Jun. 5.",https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=502&idSession=554757&campCode=cis
